lead_id,company,category,channel,owner,signal_score,created_date,stage,mql_date,sql_date,opp_date,closed_date,deal_value_monthly_usd,outcome,lost_reason
2052,Opaline Outdoor IV,Beauty,Outbound LinkedIn,S. Kapoor,6.12,2026-04-23,Lead,,,,,,,
2053,Wren & Co Baby Goods IV,Pet,Outbound LinkedIn,S. Kapoor,7.57,2026-04-10,Lead,,,,,,,
2054,Glow Ritual Living II,Baby,Cold email sequence,S. Kapoor,4.2,2026-04-27,Lead,,,,,,,
2055,Ember Works IV,Baby,Outbound LinkedIn,S. Kapoor,6.5,2026-04-27,Lead,,,,,,,
2056,Glow Ritual Kitchen Co V,Baby,Signal-scored inbound,S. Kapoor,7.52,2026-04-01,Lead,,,,,,,
2057,Wren & Co Living IV,Baby,Signal-scored inbound,S. Kapoor,4.34,2026-04-06,MQL,2026-04-09,,,,,,
2058,Voltix Baby IV,Baby,Outbound LinkedIn,R. Iyer,9.28,2026-04-06,Closed Lost,2026-04-12,2026-04-18,2026-04-29,2026-05-10,2200,Lost,Chose competitor
2059,Aurora Works IV,Kitchen,Outbound LinkedIn,R. Iyer,6.94,2026-04-17,MQL,2026-04-18,,,,,,
2060,Voltix Outdoor II,Beauty,Signal-scored inbound,R. Iyer,8.56,2026-04-07,Lead,,,,,,,
2061,Cobalt Kitchen Co,Kitchen,Signal-scored inbound,S. Kapoor,7.05,2026-04-03,Lead,,,,,,,
2062,Lumen Goods Co III,Home,Outbound LinkedIn,A. Chouhan,9.14,2026-04-22,Closed Lost,2026-04-28,2026-05-03,2026-05-10,2026-05-28,1800,Lost,Below deal-size floor
2063,Marigold Baby Goods IV,Pet,Referral,R. Iyer,9.45,2026-04-14,Closed Lost,2026-04-19,2026-04-25,2026-04-29,2026-05-14,1800,Lost,Timing not right
2064,Pinehaven Baby VII,Kitchen,Referral,R. Iyer,3.95,2026-04-26,Closed Won,2026-04-27,2026-05-02,2026-05-06,2026-05-14,2200,Won,
2065,Silverline Naturals IV,Outdoor,Signal-scored inbound,R. Iyer,7.55,2026-04-28,MQL,2026-05-01,,,,,,
2066,Larkspur Gadgets III,Home,Signal-scored inbound,R. Iyer,4.17,2026-04-26,Lead,,,,,,,
2067,Wren & Co Goods Co IV,Outdoor,Outbound LinkedIn,R. Iyer,3.06,2026-04-17,Lead,,,,,,,
2068,Rosemere Skin Co III,Home,Outbound LinkedIn,S. Kapoor,4.74,2026-04-30,Lead,,,,,,,
2069,Marigold Outdoor IV,Pet,Cold email sequence,A. Chouhan,5.85,2026-04-12,Lead,,,,,,,
2070,Thistle Naturals III,Skin,Content/organic,S. Kapoor,9.12,2026-04-29,Lead,,,,,,,
2071,Northfield Naturals VII,Baby,Content/organic,R. Iyer,8.01,2026-04-28,SQL,2026-04-29,2026-05-04,,,,,
2072,Bluebell Gadgets II,Baby,Cold email sequence,S. Kapoor,9.04,2026-04-26,Lead,,,,,,,
2073,Driftwood Skin Co III,Outdoor,Outbound LinkedIn,S. Kapoor,9.49,2026-04-29,Lead,,,,,,,
2074,Glow Ritual Goods Co III,Beauty,Outbound LinkedIn,S. Kapoor,3.05,2026-04-14,Lead,,,,,,,
2075,Silverline Collective,Gadgets,Content/organic,S. Kapoor,9.18,2026-04-27,Lead,,,,,,,
2076,Thistle Gadgets III,Outdoor,Content/organic,S. Kapoor,9.05,2026-04-25,Lead,,,,,,,
2077,Northfield Baby Goods,Baby,Outbound LinkedIn,A. Chouhan,6.34,2026-04-02,Closed Lost,2026-04-06,2026-04-09,2026-04-15,2026-04-30,2200,Lost,No budget
2078,Verdant Naturals IV,Outdoor,Signal-scored inbound,A. Chouhan,3.01,2026-04-21,Lead,,,,,,,
2079,Cascade Naturals III,Beauty,Content/organic,S. Kapoor,8.51,2026-04-02,MQL,2026-04-07,,,,,,
2080,Verdant Collective III,Baby,Signal-scored inbound,S. Kapoor,4.21,2026-04-12,MQL,2026-04-16,,,,,,
2081,Tiny Sprout Skin Co,Pet,Signal-scored inbound,R. Iyer,3.04,2026-04-25,Lead,,,,,,,
2082,Northfield Works V,Pet,Outbound LinkedIn,R. Iyer,5.78,2026-04-06,Lead,,,,,,,
2083,Lumen Beauty,Outdoor,Cold email sequence,R. Iyer,4.05,2026-04-12,Lead,,,,,,,
2084,Hearthstone Collective III,Gadgets,Signal-scored inbound,R. Iyer,3.26,2026-04-13,Lead,,,,,,,
2085,Solace Gadgets,Home,Cold email sequence,R. Iyer,9.24,2026-04-09,MQL,2026-04-13,,,,,,
2086,Wren & Co Skin Co IV,Kitchen,Cold email sequence,R. Iyer,6.26,2026-04-30,Lead,,,,,,,
2087,Basalt Goods Co IV,Home,Signal-scored inbound,A. Chouhan,8.15,2026-04-05,Closed Lost,2026-04-10,2026-04-15,2026-04-23,2026-05-09,1200,Lost,Chose competitor
2088,Meridian Naturals V,Skin,Outbound LinkedIn,R. Iyer,4.61,2026-04-05,Lead,,,,,,,
2089,Bluebell Outdoor IV,Skin,Cold email sequence,R. Iyer,9.46,2026-04-08,Lead,,,,,,,
2090,Driftwood Kitchen Co IV,Outdoor,Cold email sequence,A. Chouhan,7.56,2026-04-17,Lead,,,,,,,
2091,Cascade Skin Co III,Gadgets,Signal-scored inbound,R. Iyer,3.25,2026-04-07,Lead,,,,,,,
2092,Driftwood Home Co II,Gadgets,Signal-scored inbound,A. Chouhan,5.47,2026-04-17,MQL,2026-04-23,,,,,,
2093,Northfield Living III,Pet,Outbound LinkedIn,S. Kapoor,5.78,2026-04-02,MQL,2026-04-05,,,,,,
2094,Marigold Supply Co III,Gadgets,Signal-scored inbound,A. Chouhan,4.18,2026-04-01,MQL,2026-04-07,,,,,,
2095,Verdant Works V,Skin,Referral,A. Chouhan,5.8,2026-04-09,Lead,,,,,,,
2096,Marigold Living II,Skin,Signal-scored inbound,S. Kapoor,3.09,2026-05-18,Lead,,,,,,,
2097,Aurora Living III,Kitchen,Cold email sequence,R. Iyer,7.83,2026-05-19,Lead,,,,,,,
2098,Marigold Outdoor V,Skin,Signal-scored inbound,R. Iyer,3.57,2026-05-04,MQL,2026-05-10,,,,,,
2099,Voltix Kitchen Co II,Gadgets,Cold email sequence,A. Chouhan,3.49,2026-05-18,Lead,,,,,,,
2100,Verdant Works VI,Gadgets,Outbound LinkedIn,A. Chouhan,3.28,2026-05-07,Lead,,,,,,,
2101,Coral & Co Pet Supply III,Kitchen,Referral,R. Iyer,7.09,2026-05-04,Lead,,,,,,,
2102,Tiny Sprout Works III,Pet,Outbound LinkedIn,S. Kapoor,8.14,2026-05-06,Lead,,,,,,,
2103,Coral & Co Skin Co III,Skin,Signal-scored inbound,S. Kapoor,3.4,2026-05-23,MQL,2026-05-27,,,,,,
2104,Amberlight Baby III,Home,Outbound LinkedIn,S. Kapoor,5.5,2026-05-25,MQL,2026-05-30,,,,,,
2105,Bluebell Home Co III,Home,Outbound LinkedIn,S. Kapoor,7.53,2026-05-29,Lead,,,,,,,
2106,Thistle Studio II,Skin,Signal-scored inbound,A. Chouhan,4.93,2026-05-09,Lead,,,,,,,
2107,Bluebell Outdoor V,Beauty,Outbound LinkedIn,R. Iyer,3.25,2026-05-05,Lead,,,,,,,
2108,Lumen Skin Co IV,Skin,Referral,A. Chouhan,7.18,2026-05-08,Lead,,,,,,,
2109,Cascade Beauty IV,Beauty,Cold email sequence,S. Kapoor,6.93,2026-05-12,MQL,2026-05-18,,,,,,
2110,Lumen Skin Co V,Pet,Referral,R. Iyer,5.11,2026-05-02,Lead,,,,,,,
2111,Hearthstone Collective IV,Gadgets,Cold email sequence,R. Iyer,4.15,2026-05-01,Lead,,,,,,,
2112,Cinderwood Beauty IV,Pet,Content/organic,R. Iyer,8.66,2026-05-21,Lead,,,,,,,
2113,Cascade Studio IV,Gadgets,Signal-scored inbound,A. Chouhan,6.78,2026-05-26,Lead,,,,,,,
2114,Ember Skin Co IV,Outdoor,Signal-scored inbound,S. Kapoor,5.82,2026-05-05,Lead,,,,,,,
2115,Tiny Sprout Works IV,Home,Outbound LinkedIn,A. Chouhan,4.23,2026-05-16,Lead,,,,,,,
2116,Bluebell Naturals III,Beauty,Signal-scored inbound,A. Chouhan,8.31,2026-05-22,Lead,,,,,,,
2117,Tiny Sprout Skin Co II,Baby,Outbound LinkedIn,R. Iyer,8.91,2026-05-13,SQL,2026-05-18,2026-05-20,,,,,
2118,Ember Goods Co II,Beauty,Signal-scored inbound,A. Chouhan,7.96,2026-05-21,Lead,,,,,,,
2119,Aurora Outdoor III,Baby,Signal-scored inbound,S. Kapoor,6.9,2026-05-26,Lead,,,,,,,
2120,Wren & Co Beauty,Kitchen,Referral,A. Chouhan,4.32,2026-05-16,Lead,,,,,,,
2121,Larkspur Studio III,Home,Signal-scored inbound,R. Iyer,4.0,2026-05-02,Lead,,,,,,,
2122,Lumen Beauty II,Beauty,Referral,A. Chouhan,6.54,2026-05-04,Lead,,,,,,,
2123,Basalt Supply Co II,Home,Signal-scored inbound,A. Chouhan,3.16,2026-05-14,MQL,2026-05-17,,,,,,
2124,Northfield Goods Co III,Baby,Outbound LinkedIn,A. Chouhan,4.46,2026-05-31,Lead,,,,,,,
2125,Marigold Baby IV,Kitchen,Signal-scored inbound,A. Chouhan,8.82,2026-05-20,MQL,2026-05-24,,,,,,
2126,Cobalt Baby Goods III,Pet,Signal-scored inbound,S. Kapoor,7.47,2026-05-20,Lead,,,,,,,
2127,Marigold Beauty III,Skin,Referral,S. Kapoor,5.4,2026-05-09,Lead,,,,,,,
2128,Coral & Co Baby II,Beauty,Referral,A. Chouhan,8.06,2026-05-05,MQL,2026-05-09,,,,,,
2129,Wren & Co Works V,Baby,Signal-scored inbound,R. Iyer,9.24,2026-05-09,MQL,2026-05-12,,,,,,
2130,Bluebell Goods Co III,Kitchen,Signal-scored inbound,R. Iyer,6.13,2026-05-14,Lead,,,,,,,
2131,Pinehaven Living III,Home,Cold email sequence,S. Kapoor,8.99,2026-05-13,MQL,2026-05-17,,,,,,
2132,Meridian Outdoor IV,Pet,Signal-scored inbound,S. Kapoor,5.74,2026-05-19,Lead,,,,,,,
2133,Wren & Co Outdoor VI,Baby,Signal-scored inbound,A. Chouhan,4.32,2026-05-28,MQL,2026-06-02,,,,,,
2134,Aurora Beauty V,Beauty,Referral,R. Iyer,8.52,2026-05-28,Lead,,,,,,,
2135,Aurora Naturals II,Outdoor,Signal-scored inbound,S. Kapoor,9.32,2026-05-30,MQL,2026-06-01,,,,,,
2136,Voltix Skin Co IV,Baby,Content/organic,S. Kapoor,3.93,2026-05-24,MQL,2026-05-28,,,,,,
2137,Coral & Co Beauty IV,Baby,Outbound LinkedIn,S. Kapoor,8.66,2026-05-01,Closed Won,2026-05-03,2026-05-06,2026-05-15,2026-06-03,800,Won,
2138,Silverline Skin Co IV,Skin,Outbound LinkedIn,S. Kapoor,5.19,2026-05-26,Lead,,,,,,,
2139,Hearthstone Naturals,Baby,Signal-scored inbound,S. Kapoor,3.21,2026-05-25,SQL,2026-05-27,2026-06-04,,,,,
2140,Larkspur Studio IV,Skin,Referral,S. Kapoor,4.99,2026-05-08,MQL,2026-05-10,,,,,,
2141,Tiny Sprout Goods Co III,Home,Cold email sequence,R. Iyer,7.02,2026-05-08,MQL,2026-05-14,,,,,,
2142,Cobalt Baby II,Outdoor,Outbound LinkedIn,S. Kapoor,7.17,2026-05-27,MQL,2026-05-28,,,,,,
2143,Pinehaven Supply Co IV,Gadgets,Signal-scored inbound,A. Chouhan,3.51,2026-05-20,Lead,,,,,,,
2144,Solace Home Co III,Gadgets,Signal-scored inbound,S. Kapoor,3.69,2026-05-07,Lead,,,,,,,
2145,Foxglove Naturals V,Gadgets,Outbound LinkedIn,S. Kapoor,9.04,2026-05-08,MQL,2026-05-13,,,,,,
2146,Windrow Works VI,Beauty,Signal-scored inbound,A. Chouhan,9.13,2026-05-01,Lead,,,,,,,
2147,Foxglove Naturals VI,Pet,Outbound LinkedIn,R. Iyer,7.89,2026-05-24,MQL,2026-05-26,,,,,,
2148,Glow Ritual Living III,Pet,Referral,S. Kapoor,3.66,2026-05-26,Lead,,,,,,,
2149,Hearthstone Goods Co,Outdoor,Outbound LinkedIn,A. Chouhan,4.89,2026-05-05,Lead,,,,,,,
2150,Tiny Sprout Baby II,Gadgets,Referral,S. Kapoor,7.25,2026-05-25,Lead,,,,,,,
2151,Thistle Living III,Outdoor,Cold email sequence,R. Iyer,4.89,2026-05-20,Lead,,,,,,,
2152,Driftwood Gadgets II,Pet,Signal-scored inbound,S. Kapoor,6.94,2026-05-31,MQL,2026-06-06,,,,,,
2153,Glow Ritual Home Co IV,Home,Cold email sequence,R. Iyer,6.56,2026-05-26,Lead,,,,,,,
2154,Tiny Sprout Works V,Baby,Outbound LinkedIn,A. Chouhan,9.07,2026-05-06,MQL,2026-05-11,,,,,,
2155,Tiny Sprout Baby III,Home,Cold email sequence,R. Iyer,4.68,2026-05-16,Lead,,,,,,,
2156,Foxglove Studio III,Home,Content/organic,S. Kapoor,6.17,2026-05-12,Lead,,,,,,,
2157,Ember Supply Co II,Home,Outbound LinkedIn,S. Kapoor,8.49,2026-05-31,MQL,2026-06-01,,,,,,
2158,Thistle Studio III,Skin,Referral,S. Kapoor,3.28,2026-05-21,MQL,2026-05-23,,,,,,
2159,Amberlight Home Co III,Home,Referral,R. Iyer,5.44,2026-05-19,MQL,2026-05-20,,,,,,
2160,Cinderwood Studio IV,Baby,Outbound LinkedIn,R. Iyer,7.18,2026-05-29,Lead,,,,,,,
2161,Glow Ritual Baby,Home,Cold email sequence,R. Iyer,7.99,2026-05-07,MQL,2026-05-08,,,,,,
2162,Cobalt Works VI,Gadgets,Cold email sequence,R. Iyer,3.74,2026-05-15,MQL,2026-05-17,,,,,,
2163,Aurora Kitchen Co IV,Kitchen,Outbound LinkedIn,S. Kapoor,8.03,2026-05-02,Lead,,,,,,,
2164,Marigold Supply Co IV,Outdoor,Signal-scored inbound,A. Chouhan,8.64,2026-05-31,Lead,,,,,,,
2165,Driftwood Pet Supply II,Skin,Cold email sequence,A. Chouhan,3.92,2026-05-09,MQL,2026-05-12,,,,,,
2166,Halcyon Supply Co II,Gadgets,Cold email sequence,R. Iyer,4.2,2026-05-02,MQL,2026-05-06,,,,,,
2167,Foxglove Naturals VII,Home,Signal-scored inbound,R. Iyer,6.13,2026-05-18,Lead,,,,,,,
2168,Bluebell Supply Co IV,Kitchen,Referral,S. Kapoor,5.53,2026-05-01,Lead,,,,,,,
2169,Larkspur Kitchen Co III,Baby,Cold email sequence,S. Kapoor,7.01,2026-05-11,Lead,,,,,,,
2170,Basalt Living II,Beauty,Signal-scored inbound,R. Iyer,9.07,2026-05-16,Lead,,,,,,,
2171,Glow Ritual Supply Co,Skin,Outbound LinkedIn,A. Chouhan,9.42,2026-05-31,Lead,,,,,,,
2172,Aurora Studio IV,Baby,Signal-scored inbound,S. Kapoor,9.36,2026-05-14,Lead,,,,,,,
2173,Foxglove Baby Goods III,Pet,Signal-scored inbound,A. Chouhan,9.19,2026-05-22,Lead,,,,,,,
2174,Hearthstone Collective V,Kitchen,Signal-scored inbound,R. Iyer,6.26,2026-05-28,MQL,2026-06-01,,,,,,
2175,Halcyon Supply Co III,Pet,Outbound LinkedIn,S. Kapoor,5.77,2026-05-25,MQL,2026-05-27,,,,,,
2176,Marigold Baby Goods V,Home,Outbound LinkedIn,R. Iyer,4.85,2026-05-22,Lead,,,,,,,
2177,Driftwood Naturals,Baby,Content/organic,A. Chouhan,3.58,2026-05-01,Lead,,,,,,,
2178,Driftwood Beauty VI,Outdoor,Cold email sequence,S. Kapoor,9.03,2026-05-04,Lead,,,,,,,
2179,Thistle Gadgets IV,Skin,Referral,A. Chouhan,4.45,2026-05-15,Lead,,,,,,,
2180,Glow Ritual Kitchen Co VI,Outdoor,Content/organic,R. Iyer,9.29,2026-05-30,MQL,2026-06-05,,,,,,
2181,Silverline Goods Co III,Beauty,Content/organic,A. Chouhan,6.3,2026-05-09,Lead,,,,,,,
2182,Lumen Naturals III,Pet,Cold email sequence,A. Chouhan,8.85,2026-05-14,SQL,2026-05-15,2026-05-22,,,,,
2183,Thistle Living IV,Kitchen,Signal-scored inbound,S. Kapoor,9.45,2026-05-08,Lead,,,,,,,
2184,Ember Kitchen Co III,Pet,Referral,S. Kapoor,5.79,2026-05-31,Lead,,,,,,,
2185,Silverline Baby Goods II,Pet,Referral,S. Kapoor,4.03,2026-05-08,MQL,2026-05-10,,,,,,
2186,Pinehaven Goods Co III,Skin,Referral,A. Chouhan,9.17,2026-05-07,MQL,2026-05-08,,,,,,
2187,Pinehaven Skin Co IV,Beauty,Outbound LinkedIn,S. Kapoor,8.98,2026-05-03,Lead,,,,,,,
2188,Hearthstone Skin Co,Outdoor,Cold email sequence,R. Iyer,4.21,2026-05-21,Lead,,,,,,,
2189,Verdant Kitchen Co III,Gadgets,Cold email sequence,R. Iyer,8.01,2026-05-22,MQL,2026-05-23,,,,,,
2190,Pinehaven Home Co VI,Baby,Signal-scored inbound,S. Kapoor,3.8,2026-05-05,SQL,2026-05-07,2026-05-16,,,,,
2191,Opaline Kitchen Co,Pet,Signal-scored inbound,A. Chouhan,5.69,2026-05-16,Lead,,,,,,,
2192,Tiny Sprout Kitchen Co IV,Pet,Outbound LinkedIn,R. Iyer,7.12,2026-05-15,Lead,,,,,,,
2193,Bluebell Naturals IV,Beauty,Referral,S. Kapoor,6.69,2026-05-20,Lead,,,,,,,
2194,Glow Ritual Living IV,Kitchen,Outbound LinkedIn,S. Kapoor,6.9,2026-05-01,MQL,2026-05-07,,,,,,
2195,Glow Ritual Kitchen Co VII,Beauty,Outbound LinkedIn,S. Kapoor,6.33,2026-05-05,Closed Lost,2026-05-08,2026-05-13,2026-05-18,2026-05-26,800,Lost,Went with in-house fix
2196,Lumen Pet Supply III,Outdoor,Signal-scored inbound,A. Chouhan,5.27,2026-05-18,Lead,,,,,,,
2197,Halcyon Works III,Pet,Outbound LinkedIn,R. Iyer,9.0,2026-05-09,MQL,2026-05-15,,,,,,
2198,Coral & Co Pet Supply IV,Pet,Signal-scored inbound,S. Kapoor,5.03,2026-05-26,MQL,2026-06-01,,,,,,
2199,Larkspur Studio V,Pet,Outbound LinkedIn,R. Iyer,8.3,2026-05-20,MQL,2026-05-24,,,,,,
2200,Windrow Collective IV,Kitchen,Referral,A. Chouhan,5.92,2026-05-29,MQL,2026-06-03,,,,,,
2201,Driftwood Naturals II,Kitchen,Outbound LinkedIn,A. Chouhan,4.17,2026-05-11,Lead,,,,,,,
2202,Bluebell Collective IV,Gadgets,Signal-scored inbound,S. Kapoor,5.42,2026-05-05,Lead,,,,,,,
2203,Glow Ritual Home Co V,Kitchen,Cold email sequence,S. Kapoor,5.14,2026-05-15,Lead,,,,,,,
2204,Solace Outdoor IV,Baby,Outbound LinkedIn,S. Kapoor,4.38,2026-05-07,MQL,2026-05-10,,,,,,
2205,Larkspur Baby II,Pet,Cold email sequence,R. Iyer,5.07,2026-05-11,MQL,2026-05-12,,,,,,
2206,Meridian Gadgets III,Skin,Outbound LinkedIn,A. Chouhan,5.94,2026-05-20,MQL,2026-05-24,,,,,,
2207,Hearthstone Naturals II,Beauty,Cold email sequence,S. Kapoor,9.42,2026-05-30,MQL,2026-06-01,,,,,,
2208,Ember Gadgets IV,Beauty,Signal-scored inbound,A. Chouhan,3.45,2026-05-04,Lead,,,,,,,
2209,Driftwood Naturals III,Skin,Signal-scored inbound,R. Iyer,5.6,2026-05-18,Lead,,,,,,,
2210,Meridian Gadgets IV,Pet,Signal-scored inbound,R. Iyer,6.21,2026-05-21,Lead,,,,,,,
2211,Glow Ritual Collective IV,Baby,Signal-scored inbound,A. Chouhan,8.37,2026-05-05,MQL,2026-05-08,,,,,,
2212,Silverline Supply Co V,Gadgets,Signal-scored inbound,A. Chouhan,7.71,2026-05-26,MQL,2026-05-31,,,,,,
2213,Opaline Gadgets II,Skin,Referral,A. Chouhan,3.72,2026-05-31,MQL,2026-06-03,,,,,,
2214,Cobalt Goods Co III,Skin,Cold email sequence,A. Chouhan,6.79,2026-05-04,MQL,2026-05-06,,,,,,
2215,Larkspur Supply Co V,Outdoor,Cold email sequence,S. Kapoor,6.43,2026-05-19,Lead,,,,,,,
2216,Meridian Pet Supply II,Kitchen,Cold email sequence,R. Iyer,4.47,2026-05-09,Lead,,,,,,,
2217,Coral & Co Baby III,Kitchen,Outbound LinkedIn,A. Chouhan,7.29,2026-05-24,Lead,,,,,,,
2218,Coral & Co Baby IV,Baby,Content/organic,A. Chouhan,4.38,2026-05-22,Closed Lost,2026-05-26,2026-05-29,2026-06-10,2026-06-25,2200,Lost,Timing not right
2219,Foxglove Naturals VIII,Outdoor,Cold email sequence,S. Kapoor,3.69,2026-05-05,MQL,2026-05-08,,,,,,
2220,Halcyon Kitchen Co V,Pet,Signal-scored inbound,R. Iyer,5.75,2026-05-22,MQL,2026-05-27,,,,,,
2221,Aurora Studio V,Baby,Cold email sequence,A. Chouhan,3.11,2026-05-15,MQL,2026-05-16,,,,,,
2222,Thistle Studio IV,Kitchen,Signal-scored inbound,S. Kapoor,3.55,2026-05-14,MQL,2026-05-18,,,,,,
2223,Thistle Living V,Beauty,Outbound LinkedIn,R. Iyer,3.64,2026-05-21,MQL,2026-05-25,,,,,,
2224,Cascade Goods Co,Home,Outbound LinkedIn,S. Kapoor,6.95,2026-05-17,SQL,2026-05-23,2026-05-28,,,,,
2225,Northfield Beauty,Beauty,Referral,S. Kapoor,4.73,2026-05-03,Lead,,,,,,,
2226,Lumen Outdoor IV,Pet,Outbound LinkedIn,A. Chouhan,4.43,2026-05-27,Lead,,,,,,,
2227,Lumen Works III,Gadgets,Signal-scored inbound,A. Chouhan,5.26,2026-05-10,Lead,,,,,,,
2228,Verdant Home Co VII,Baby,Signal-scored inbound,S. Kapoor,7.04,2026-05-24,MQL,2026-05-30,,,,,,
2229,Solace Baby,Home,Signal-scored inbound,R. Iyer,3.92,2026-05-01,Lead,,,,,,,
2230,Driftwood Living V,Beauty,Signal-scored inbound,R. Iyer,8.73,2026-05-06,Lead,,,,,,,
2231,Cinderwood Home Co II,Kitchen,Content/organic,S. Kapoor,3.01,2026-05-28,SQL,2026-05-29,2026-05-31,,,,,
2232,Verdant Outdoor,Home,Cold email sequence,A. Chouhan,3.65,2026-05-26,Lead,,,,,,,
2233,Halcyon Works IV,Kitchen,Content/organic,R. Iyer,7.31,2026-05-09,MQL,2026-05-10,,,,,,
2234,Verdant Living IV,Outdoor,Signal-scored inbound,S. Kapoor,6.38,2026-05-21,MQL,2026-05-25,,,,,,
2235,Rosemere Skin Co IV,Kitchen,Outbound LinkedIn,A. Chouhan,6.75,2026-05-23,Lead,,,,,,,
2236,Marigold Kitchen Co III,Baby,Signal-scored inbound,R. Iyer,7.15,2026-05-31,MQL,2026-06-06,,,,,,
2237,Larkspur Studio VI,Home,Signal-scored inbound,S. Kapoor,5.27,2026-05-11,MQL,2026-05-15,,,,,,
2238,Lumen Naturals IV,Gadgets,Signal-scored inbound,S. Kapoor,7.56,2026-05-27,Lead,,,,,,,
2239,Driftwood Studio II,Kitchen,Signal-scored inbound,A. Chouhan,6.24,2026-05-22,SQL,2026-05-28,2026-06-03,,,,,
2240,Rosemere Baby Goods III,Skin,Outbound LinkedIn,A. Chouhan,8.2,2026-05-01,MQL,2026-05-03,,,,,,
2241,Windrow Beauty,Beauty,Outbound LinkedIn,A. Chouhan,5.8,2026-05-22,Lead,,,,,,,
2242,Voltix Pet Supply V,Home,Outbound LinkedIn,R. Iyer,8.1,2026-05-17,Lead,,,,,,,
2243,Foxglove Skin Co IV,Baby,Cold email sequence,A. Chouhan,9.47,2026-05-07,MQL,2026-05-08,,,,,,
2244,Voltix Works III,Kitchen,Signal-scored inbound,S. Kapoor,7.14,2026-05-14,MQL,2026-05-15,,,,,,
2245,Opaline Naturals III,Skin,Signal-scored inbound,R. Iyer,7.41,2026-05-11,Lead,,,,,,,
2246,Aurora Kitchen Co V,Skin,Signal-scored inbound,S. Kapoor,4.3,2026-05-10,MQL,2026-05-15,,,,,,
2247,Halcyon Baby Goods III,Pet,Cold email sequence,R. Iyer,3.62,2026-05-17,Lead,,,,,,,
2248,Solace Collective III,Outdoor,Outbound LinkedIn,R. Iyer,5.73,2026-05-14,Lead,,,,,,,
2249,Opaline Home Co,Pet,Signal-scored inbound,A. Chouhan,7.0,2026-05-10,Lead,,,,,,,
2250,Windrow Collective V,Home,Cold email sequence,S. Kapoor,8.71,2026-05-02,Lead,,,,,,,
2251,Ember Skin Co V,Pet,Cold email sequence,R. Iyer,8.25,2026-05-28,Lead,,,,,,,
2252,Basalt Gadgets II,Baby,Signal-scored inbound,S. Kapoor,3.7,2026-05-20,MQL,2026-05-23,,,,,,
2253,Coral & Co Living II,Beauty,Signal-scored inbound,S. Kapoor,7.38,2026-05-24,Lead,,,,,,,
2254,Coral & Co Kitchen Co VI,Home,Outbound LinkedIn,R. Iyer,3.89,2026-05-29,Lead,,,,,,,
2255,Cinderwood Skin Co V,Skin,Cold email sequence,S. Kapoor,9.43,2026-05-01,Lead,,,,,,,
2256,Cobalt Kitchen Co II,Baby,Signal-scored inbound,A. Chouhan,6.92,2026-05-04,Lead,,,,,,,
2257,Northfield Kitchen Co IV,Baby,Outbound LinkedIn,S. Kapoor,5.88,2026-05-02,Lead,,,,,,,
2258,Verdant Goods Co,Outdoor,Content/organic,A. Chouhan,8.47,2026-05-18,MQL,2026-05-23,,,,,,
2259,Cinderwood Beauty V,Pet,Signal-scored inbound,A. Chouhan,4.2,2026-05-27,Lead,,,,,,,
2260,Northfield Baby Goods II,Gadgets,Outbound LinkedIn,R. Iyer,4.88,2026-05-04,Lead,,,,,,,
2261,Meridian Collective VIII,Skin,Outbound LinkedIn,S. Kapoor,8.2,2026-05-15,SQL,2026-05-19,2026-05-25,,,,,
2262,Windrow Goods Co III,Beauty,Outbound LinkedIn,A. Chouhan,7.19,2026-05-29,Lead,,,,,,,
2263,Halcyon Gadgets II,Kitchen,Content/organic,R. Iyer,8.74,2026-05-15,MQL,2026-05-17,,,,,,
2264,Cinderwood Kitchen Co,Kitchen,Referral,S. Kapoor,5.54,2026-05-03,MQL,2026-05-05,,,,,,
2265,Silverline Living III,Outdoor,Cold email sequence,A. Chouhan,4.81,2026-05-25,Lead,,,,,,,
2266,Opaline Goods Co,Baby,Referral,S. Kapoor,6.14,2026-05-31,Lead,,,,,,,
2267,Rosemere Baby Goods IV,Skin,Signal-scored inbound,R. Iyer,6.83,2026-05-19,MQL,2026-05-24,,,,,,
2268,Tiny Sprout Gadgets VII,Beauty,Referral,A. Chouhan,4.51,2026-05-22,MQL,2026-05-28,,,,,,
2269,Foxglove Outdoor II,Gadgets,Signal-scored inbound,A. Chouhan,7.73,2026-05-13,Lead,,,,,,,
2270,Driftwood Baby,Beauty,Outbound LinkedIn,A. Chouhan,3.24,2026-05-24,MQL,2026-05-27,,,,,,
2271,Basalt Home Co IV,Home,Signal-scored inbound,S. Kapoor,5.92,2026-05-05,Lead,,,,,,,
2272,Windrow Kitchen Co III,Gadgets,Signal-scored inbound,R. Iyer,7.41,2026-05-08,MQL,2026-05-10,,,,,,
2273,Thistle Kitchen Co II,Baby,Outbound LinkedIn,S. Kapoor,9.24,2026-05-04,MQL,2026-05-06,,,,,,
2274,Marigold Supply Co V,Baby,Outbound LinkedIn,S. Kapoor,7.74,2026-05-30,Lead,,,,,,,
2275,Thistle Works IV,Gadgets,Referral,S. Kapoor,8.38,2026-05-17,MQL,2026-05-22,,,,,,
2276,Cinderwood Skin Co VI,Baby,Outbound LinkedIn,S. Kapoor,5.44,2026-05-03,Lead,,,,,,,
2277,Aurora Naturals III,Baby,Signal-scored inbound,A. Chouhan,3.33,2026-05-18,MQL,2026-05-20,,,,,,
