lead_id,company_name,category,industry,employee_band,segment,icp_fit_score,source_channel,created_date,stage,signal_score,engagement_score,lead_score,owner_rep,mql_date,sql_date,opp_created_date,deal_value_monthly_usd,closed_date,outcome,lost_reason
2151,Ember Works III,Skin,Health & Beauty,1-10,Beachhead,84.85,Content/organic,2026-05-24,Lead,3.94,5.6,62.56,S. Kapoor,,,,,,,
2152,Aurora Pet Supply II,Pet,Lifestyle & Outdoor,11-50,Core ICP,55.27,Outbound LinkedIn,2026-05-13,Lead,6.11,7.0,61.44,A. Chouhan,,,,,,,
2153,Voltix Home Co III,Skin,Health & Beauty,51-200,Beachhead,77.35,Outbound LinkedIn,2026-05-21,Closed Won,8.94,5.6,74.56,R. Iyer,2026-05-24,2026-05-27,2026-06-07,2400.0,2026-06-24,Won,
2154,Pinehaven Kitchen Co III,Gadgets,Consumer Electronics,51-200,Core ICP,51.73,Referral,2026-05-26,Lead,4.69,4.2,47.36,S. Kapoor,,,,,,,
2155,Basalt Gadgets IV,Gadgets,Consumer Electronics,11-50,Beachhead,77.22,Cold email sequence,2026-05-27,Lead,8.89,2.8,65.96,R. Iyer,,,,,,,
2156,Basalt Works II,Beauty,Health & Beauty,1-10,Beachhead,89.6,Cold email sequence,2026-05-23,MQL,5.84,7.0,74.36,A. Chouhan,2026-05-28,,,,,,
2157,Cascade Kitchen Co III,Kitchen,Home & Family,1-10,Beachhead,71.55,Outbound LinkedIn,2026-05-06,Lead,4.62,5.6,59.28,R. Iyer,,,,,,,
2158,Foxglove Collective III,Pet,Lifestyle & Outdoor,1-10,Core ICP,64.67,Referral,2026-05-04,Lead,7.87,4.2,62.08,S. Kapoor,,,,,,,
2159,Voltix Kitchen Co V,Outdoor,Lifestyle & Outdoor,51-200,Adjacent,32.5,Outbound LinkedIn,2026-05-27,Lead,3.0,5.6,38.8,R. Iyer,,,,,,,
2160,Meridian Kitchen Co VI,Gadgets,Consumer Electronics,11-50,Core ICP,66.12,Outbound LinkedIn,2026-05-31,SQL,4.45,5.9,57.5,S. Kapoor,2026-06-02,2026-06-10,,,,,
2161,Rosemere Gadgets,Kitchen,Home & Family,11-50,Core ICP,62.5,Outbound LinkedIn,2026-05-10,Lead,3.0,4.2,46.6,R. Iyer,,,,,,,
2162,Tiny Sprout Naturals IV,Gadgets,Consumer Electronics,1-10,Beachhead,70.75,Signal-scored inbound,2026-05-18,MQL,4.3,7.0,62.2,S. Kapoor,2026-05-19,,,,,,
2163,Aurora Outdoor IX,Home,Home & Family,11-50,Beachhead,72.38,Outbound LinkedIn,2026-05-25,Lead,6.95,5.6,66.6,A. Chouhan,,,,,,,
2164,Pinehaven Baby Goods,Gadgets,Consumer Electronics,11-50,Beachhead,70.12,Outbound LinkedIn,2026-05-20,MQL,6.05,7.0,67.2,R. Iyer,2026-05-26,,,,,,
2165,Cobalt Kitchen Co,Kitchen,Home & Family,11-50,Beachhead,72.75,Outbound LinkedIn,2026-05-12,Lead,7.1,7.0,71.4,S. Kapoor,,,,,,,
2166,Cascade Studio IV,Baby,Home & Family,11-50,Beachhead,84.08,Cold email sequence,2026-05-24,Lead,5.63,7.0,71.52,A. Chouhan,,,,,,,
2167,Hearthstone Naturals IV,Beauty,Health & Beauty,51-200,Beachhead,70.83,Outbound LinkedIn,2026-05-25,MQL,6.33,5.6,64.12,R. Iyer,2026-05-26,,,,,,
2168,Pinehaven Home Co,Baby,Home & Family,11-50,Beachhead,79.88,Content/organic,2026-05-16,Lead,3.95,7.0,64.8,S. Kapoor,,,,,,,
2169,Rosemere Supply Co III,Skin,Health & Beauty,51-200,Beachhead,70.83,Outbound LinkedIn,2026-05-15,Closed Lost,6.33,4.2,59.92,A. Chouhan,2026-05-20,2026-05-25,2026-06-05,1900.0,2026-06-24,Lost,Went with in-house fix
2170,Meridian Gadgets V,Baby,Home & Family,51-200,Core ICP,65.42,Referral,2026-05-06,Lead,4.17,7.0,59.68,R. Iyer,,,,,,,
2171,Glow Ritual Home Co II,Baby,Home & Family,11-50,Beachhead,77.5,Referral,2026-05-27,MQL,3.0,4.2,52.6,S. Kapoor,2026-06-02,,,,,,
2172,Solace Supply Co III,Skin,Health & Beauty,11-50,Beachhead,91.65,Cold email sequence,2026-05-27,MQL,8.66,5.6,79.44,A. Chouhan,2026-05-30,,,,,,
2173,Bluebell Kitchen Co IV,Skin,Health & Beauty,201-500,Core ICP,58.33,Outbound LinkedIn,2026-05-09,MQL,5.33,7.0,60.32,A. Chouhan,2026-05-13,,,,,,
2174,Lumen Outdoor II,Skin,Health & Beauty,11-50,Beachhead,83.55,Outbound LinkedIn,2026-05-09,Lead,5.42,4.2,62.28,R. Iyer,,,,,,,
2175,Windrow Outdoor II,Gadgets,Consumer Electronics,11-50,Core ICP,67.8,Signal-scored inbound,2026-05-12,Lead,5.12,4.2,55.08,S. Kapoor,,,,,,,
2176,Halcyon Skin Co III,Skin,Health & Beauty,11-50,Beachhead,83.72,Cold email sequence,2026-05-05,Lead,5.49,7.0,70.96,A. Chouhan,,,,,,,
2177,Wren & Co Naturals III,Skin,Health & Beauty,1-10,Beachhead,94.15,Cold email sequence,2026-05-19,MQL,7.66,5.6,77.44,R. Iyer,2026-05-21,,,,,,
2178,Cinderwood Baby Goods II,Outdoor,Lifestyle & Outdoor,1-10,Core ICP,61.0,Content/organic,2026-05-23,MQL,6.4,5.6,60.4,A. Chouhan,2026-05-27,,,,,,
2179,Cobalt Baby Goods V,Home,Home & Family,11-50,Beachhead,75.5,Content/organic,2026-05-23,Lead,8.2,7.0,75.8,A. Chouhan,,,,,,,
2180,Wren & Co Skin Co V,Outdoor,Lifestyle & Outdoor,1-10,Core ICP,58.92,Signal-scored inbound,2026-05-27,Lead,5.57,5.6,57.08,R. Iyer,,,,,,,
2181,Glow Ritual Home Co III,Kitchen,Home & Family,11-50,Core ICP,66.1,Outbound LinkedIn,2026-05-03,Lead,4.44,4.2,52.36,S. Kapoor,,,,,,,
2182,Basalt Kitchen Co II,Skin,Health & Beauty,1-10,Beachhead,82.5,Outbound LinkedIn,2026-05-31,MQL,3.0,7.0,63.0,A. Chouhan,2026-06-02,,,,,,
2183,Bluebell Beauty IV,Outdoor,Lifestyle & Outdoor,1-10,Core ICP,61.65,Cold email sequence,2026-05-01,Lead,6.66,7.0,65.64,R. Iyer,,,,,,,
2184,Verdant Baby VII,Beauty,Health & Beauty,51-200,Beachhead,71.95,Outbound LinkedIn,2026-05-26,Lead,6.78,2.8,57.52,A. Chouhan,,,,,,,
2185,Northfield Goods Co II,Outdoor,Lifestyle & Outdoor,1-10,Core ICP,56.25,Signal-scored inbound,2026-05-20,Lead,4.5,2.8,44.4,R. Iyer,,,,,,,
2186,Cascade Naturals II,Pet,Lifestyle & Outdoor,1-10,Core ICP,55.55,Outbound LinkedIn,2026-05-04,Lead,4.22,5.6,51.68,S. Kapoor,,,,,,,
2187,Tiny Sprout Studio III,Pet,Lifestyle & Outdoor,1-10,Core ICP,64.3,Content/organic,2026-05-15,MQL,7.72,2.8,57.28,A. Chouhan,2026-05-17,,,,,,
2188,Halcyon Home Co V,Gadgets,Consumer Electronics,201-500,Adjacent,42.45,Signal-scored inbound,2026-05-30,Lead,4.98,7.0,52.92,R. Iyer,,,,,,,
2189,Aurora Outdoor X,Home,Home & Family,201-500,Adjacent,46.05,Signal-scored inbound,2026-05-13,MQL,6.42,5.6,54.48,S. Kapoor,2026-05-19,,,,,,
2190,Cascade Home Co,Beauty,Health & Beauty,11-50,Beachhead,91.42,Outbound LinkedIn,2026-05-14,MQL,8.57,5.6,79.08,R. Iyer,2026-05-20,,,,,,
2191,Hearthstone Naturals III,Skin,Health & Beauty,11-50,Beachhead,81.72,Signal-scored inbound,2026-05-14,MQL,4.69,4.2,59.36,A. Chouhan,2026-05-17,,,,,,
2192,Amberlight Studio IV,Skin,Health & Beauty,1-10,Beachhead,94.58,Signal-scored inbound,2026-05-10,MQL,7.83,7.0,82.32,R. Iyer,2026-05-13,,,,,,
2193,Silverline Works II,Baby,Home & Family,1-10,Beachhead,88.05,Outbound LinkedIn,2026-05-29,Lead,5.22,7.0,71.88,A. Chouhan,,,,,,,
2194,Opaline Works III,Kitchen,Home & Family,1-10,Beachhead,81.6,Outbound LinkedIn,2026-05-31,MQL,8.64,4.2,71.16,S. Kapoor,2026-06-04,,,,,,
2195,Ember Collective,Outdoor,Lifestyle & Outdoor,11-50,Core ICP,55.6,Signal-scored inbound,2026-05-16,MQL,6.24,7.0,61.96,S. Kapoor,2026-05-19,,,,,,
2196,Northfield Supply Co II,Outdoor,Lifestyle & Outdoor,11-50,Core ICP,55.42,Signal-scored inbound,2026-05-20,MQL,6.17,7.0,61.68,A. Chouhan,2026-05-25,,,,,,
2197,Lumen Kitchen Co VI,Baby,Home & Family,1-10,Beachhead,92.83,Outbound LinkedIn,2026-05-05,MQL,7.13,7.0,79.52,R. Iyer,2026-05-09,,,,,,
2198,Opaline Supply Co III,Baby,Home & Family,11-50,Beachhead,90.67,Outbound LinkedIn,2026-05-20,Lead,8.27,2.8,69.48,R. Iyer,,,,,,,
2199,Larkspur Home Co II,Beauty,Health & Beauty,1-10,Beachhead,95.62,Signal-scored inbound,2026-05-07,Lead,8.25,7.0,84.0,S. Kapoor,,,,,,,
2200,Basalt Pet Supply III,Home,Home & Family,51-200,Core ICP,54.7,Signal-scored inbound,2026-05-24,MQL,5.88,7.0,60.52,S. Kapoor,2026-05-26,,,,,,
2201,Marigold Home Co III,Beauty,Health & Beauty,11-50,Beachhead,82.0,Signal-scored inbound,2026-05-25,Lead,4.8,4.2,59.8,A. Chouhan,,,,,,,
2202,Coral & Co Outdoor III,Gadgets,Consumer Electronics,11-50,Beachhead,71.47,Signal-scored inbound,2026-05-22,MQL,6.59,4.2,60.96,R. Iyer,2026-05-25,,,,,,
2203,Northfield Kitchen Co IV,Kitchen,Home & Family,51-200,Core ICP,55.1,Referral,2026-05-14,Lead,6.04,4.2,52.76,S. Kapoor,,,,,,,
2204,Meridian Kitchen Co VII,Skin,Health & Beauty,51-200,Core ICP,67.8,Cold email sequence,2026-05-17,MQL,5.12,4.2,55.08,A. Chouhan,2026-05-21,,,,,,
2205,Rosemere Baby Goods V,Baby,Home & Family,1-10,Beachhead,95.17,Signal-scored inbound,2026-05-03,MQL,8.07,5.6,79.08,R. Iyer,2026-05-05,,,,,,
2206,Thistle Outdoor,Outdoor,Lifestyle & Outdoor,1-10,Core ICP,67.85,Outbound LinkedIn,2026-05-21,SQL,9.14,7.0,75.56,S. Kapoor,2026-05-22,2026-05-24,,,,,
2207,Lumen Supply Co III,Beauty,Health & Beauty,1-10,Beachhead,91.85,Signal-scored inbound,2026-05-31,MQL,6.74,5.6,73.76,R. Iyer,2026-06-03,,,,,,
2208,Opaline Outdoor II,Beauty,Health & Beauty,1-10,Beachhead,89.95,Content/organic,2026-05-11,MQL,5.98,5.6,70.72,S. Kapoor,2026-05-12,,,,,,
2209,Voltix Baby Goods II,Pet,Lifestyle & Outdoor,1-10,Core ICP,60.2,Referral,2026-05-10,Lead,6.08,7.0,63.32,A. Chouhan,,,,,,,
2210,Voltix Studio II,Kitchen,Home & Family,1-10,Beachhead,76.5,Signal-scored inbound,2026-05-22,MQL,6.6,7.0,71.4,R. Iyer,2026-05-26,,,,,,
2211,Pinehaven Supply Co IV,Home,Home & Family,1-10,Beachhead,76.72,Outbound LinkedIn,2026-05-17,Lead,6.69,7.0,71.76,S. Kapoor,,,,,,,
2212,Foxglove Outdoor II,Outdoor,Lifestyle & Outdoor,1-10,Core ICP,59.45,Referral,2026-05-24,MQL,5.78,7.0,62.12,A. Chouhan,2026-05-29,,,,,,
2213,Driftwood Living V,Kitchen,Home & Family,1-10,Beachhead,76.78,Outbound LinkedIn,2026-05-22,Lead,6.71,5.6,67.64,R. Iyer,,,,,,,
2214,Cobalt Home Co,Gadgets,Consumer Electronics,11-50,Beachhead,77.53,Signal-scored inbound,2026-05-20,Lead,9.01,4.2,70.64,S. Kapoor,,,,,,,
2215,Northfield Goods Co III,Baby,Home & Family,51-200,Beachhead,70.15,Signal-scored inbound,2026-05-12,MQL,6.06,7.0,67.24,S. Kapoor,2026-05-17,,,,,,
2216,Pinehaven Baby VIII,Baby,Home & Family,11-50,Beachhead,92.22,Signal-scored inbound,2026-05-01,MQL,8.89,2.8,71.96,S. Kapoor,2026-05-05,,,,,,
2217,Cinderwood Pet Supply V,Home,Home & Family,51-200,Core ICP,57.48,Cold email sequence,2026-05-05,Lead,6.99,2.8,52.36,A. Chouhan,,,,,,,
2218,Cinderwood Kitchen Co II,Beauty,Health & Beauty,1-10,Beachhead,92.65,Signal-scored inbound,2026-05-04,MQL,7.06,2.8,66.64,R. Iyer,2026-05-05,,,,,,
2219,Ember Works IV,Gadgets,Consumer Electronics,1-10,Beachhead,79.97,Cold email sequence,2026-05-24,Lead,7.99,7.0,76.96,S. Kapoor,,,,,,,
2220,Voltix Naturals IV,Beauty,Health & Beauty,1-10,Beachhead,93.72,Content/organic,2026-05-14,Closed Lost,7.49,6.5,79.46,R. Iyer,2026-05-16,2026-05-26,2026-05-30,600.0,2026-06-16,Lost,Chose competitor
2221,Voltix Home Co IV,Outdoor,Lifestyle & Outdoor,11-50,Core ICP,56.15,Outbound LinkedIn,2026-05-17,MQL,6.46,7.0,62.84,S. Kapoor,2026-05-19,,,,,,
2222,Tiny Sprout Gadgets IV,Pet,Lifestyle & Outdoor,11-50,Adjacent,48.95,Outbound LinkedIn,2026-05-29,Lead,3.58,5.6,47.12,A. Chouhan,,,,,,,
2223,Halcyon Home Co VI,Skin,Health & Beauty,51-200,Beachhead,70.85,Cold email sequence,2026-05-06,MQL,6.34,7.0,68.36,R. Iyer,2026-05-12,,,,,,
2224,Meridian Studio III,Baby,Home & Family,51-200,Beachhead,77.67,Outbound LinkedIn,2026-05-14,MQL,9.07,5.6,75.08,R. Iyer,2026-05-18,,,,,,
2225,Bluebell Kitchen Co V,Home,Home & Family,201-500,Adjacent,40.8,Outbound LinkedIn,2026-05-23,Lead,4.32,4.2,41.88,S. Kapoor,,,,,,,
2226,Northfield Living V,Gadgets,Consumer Electronics,11-50,Core ICP,68.38,Referral,2026-05-05,Lead,5.35,2.8,51.8,A. Chouhan,,,,,,,
2227,Lumen Gadgets III,Pet,Lifestyle & Outdoor,1-10,Core ICP,63.83,Signal-scored inbound,2026-05-28,Lead,7.53,5.6,64.92,R. Iyer,,,,,,,
2228,Voltix Naturals V,Gadgets,Consumer Electronics,1-10,Beachhead,81.78,Signal-scored inbound,2026-05-06,Closed Lost,8.71,3.1,68.14,A. Chouhan,2026-05-09,2026-05-15,2026-05-27,900.0,2026-06-10,Lost,Went with in-house fix
2229,Tiny Sprout Baby Goods II,Baby,Home & Family,51-200,Beachhead,78.75,Signal-scored inbound,2026-05-13,SQL,9.5,4.2,72.6,S. Kapoor,2026-05-17,2026-05-27,,,,,
2230,Solace Beauty V,Beauty,Health & Beauty,1-10,Beachhead,97.75,Signal-scored inbound,2026-05-12,MQL,9.1,2.8,74.8,S. Kapoor,2026-05-14,,,,,,
2231,Amberlight Goods Co IV,Gadgets,Consumer Electronics,11-50,Core ICP,67.2,Cold email sequence,2026-05-10,MQL,4.88,4.2,54.12,A. Chouhan,2026-05-15,,,,,,
2232,Hearthstone Supply Co II,Beauty,Health & Beauty,1-10,Beachhead,88.75,Signal-scored inbound,2026-05-17,Lead,5.5,4.2,64.6,R. Iyer,,,,,,,
2233,Opaline Supply Co IV,Outdoor,Lifestyle & Outdoor,1-10,Core ICP,52.5,Outbound LinkedIn,2026-05-06,Lead,3.0,7.0,51.0,S. Kapoor,,,,,,,
2234,Northfield Works III,Beauty,Health & Beauty,11-50,Beachhead,91.65,Outbound LinkedIn,2026-05-05,Lead,8.66,5.6,79.44,R. Iyer,,,,,,,
2235,Hearthstone Living III,Home,Home & Family,11-50,Beachhead,71.08,Signal-scored inbound,2026-05-23,Lead,6.43,7.0,68.72,A. Chouhan,,,,,,,
2236,Larkspur Baby Goods II,Skin,Health & Beauty,1-10,Beachhead,92.05,Outbound LinkedIn,2026-05-24,Lead,6.82,7.0,78.28,R. Iyer,,,,,,,
2237,Wren & Co Baby Goods IV,Kitchen,Home & Family,51-200,Adjacent,47.5,Outbound LinkedIn,2026-05-01,Lead,3.0,5.6,44.8,S. Kapoor,,,,,,,
2238,Marigold Outdoor IV,Gadgets,Consumer Electronics,1-10,Beachhead,75.75,Referral,2026-05-17,MQL,6.3,5.6,66.0,A. Chouhan,2026-05-20,,,,,,
2239,Cinderwood Works III,Home,Home & Family,51-200,Core ICP,53.9,Signal-scored inbound,2026-05-26,Lead,5.56,7.0,59.24,R. Iyer,,,,,,,
2240,Driftwood Living VI,Home,Home & Family,1-10,Beachhead,79.42,Signal-scored inbound,2026-05-19,MQL,7.77,2.8,63.48,A. Chouhan,2026-05-23,,,,,,
2241,Tiny Sprout Baby II,Skin,Health & Beauty,51-200,Beachhead,72.83,Signal-scored inbound,2026-05-26,Closed Lost,7.13,6.4,69.72,R. Iyer,2026-05-30,2026-06-04,2026-06-10,950.0,2026-06-25,Lost,Timing not right
2242,Rosemere Baby III,Beauty,Health & Beauty,11-50,Beachhead,79.8,Content/organic,2026-05-16,Lead,3.92,7.0,64.68,S. Kapoor,,,,,,,
2243,Thistle Beauty,Gadgets,Consumer Electronics,1-10,Core ICP,68.55,Signal-scored inbound,2026-05-20,Lead,3.42,7.0,58.68,A. Chouhan,,,,,,,
2244,Basalt Beauty II,Skin,Health & Beauty,11-50,Beachhead,83.12,Signal-scored inbound,2026-05-15,Closed Lost,5.25,6.5,68.5,R. Iyer,2026-05-19,2026-05-28,2026-06-01,1100.0,2026-06-18,Lost,Below deal-size floor
2245,Bluebell Naturals IV,Outdoor,Lifestyle & Outdoor,1-10,Core ICP,61.33,Signal-scored inbound,2026-05-23,Lead,6.53,5.6,60.92,S. Kapoor,,,,,,,
2246,Marigold Baby II,Skin,Health & Beauty,51-200,Beachhead,73.1,Signal-scored inbound,2026-05-19,Lead,7.24,2.8,59.36,A. Chouhan,,,,,,,
2247,Larkspur Goods Co,Home,Home & Family,201-500,Adjacent,47.35,Outbound LinkedIn,2026-05-06,MQL,6.94,4.2,52.36,R. Iyer,2026-05-11,,,,,,
2248,Halcyon Works II,Skin,Health & Beauty,11-50,Beachhead,84.9,Outbound LinkedIn,2026-05-02,SQL,5.96,4.2,64.44,S. Kapoor,2026-05-05,2026-05-14,,,,,
2249,Bluebell Kitchen Co VI,Kitchen,Home & Family,1-10,Beachhead,73.3,Referral,2026-05-27,SQL,5.32,2.8,53.68,A. Chouhan,2026-06-01,2026-06-08,,,,,
2250,Windrow Naturals II,Pet,Lifestyle & Outdoor,11-50,Adjacent,49.8,Outbound LinkedIn,2026-05-03,Lead,3.92,5.6,48.48,R. Iyer,,,,,,,
2251,Opaline Collective III,Home,Home & Family,1-10,Core ICP,67.97,Cold email sequence,2026-05-14,Lead,3.19,7.0,57.76,S. Kapoor,,,,,,,
2252,Bluebell Works,Gadgets,Consumer Electronics,1-10,Beachhead,79.17,Cold email sequence,2026-05-19,Closed Lost,7.67,2.8,63.08,A. Chouhan,2026-05-21,2026-05-24,2026-05-31,1200.0,2026-06-16,Lost,No budget
2253,Marigold Collective IV,Beauty,Health & Beauty,51-200,Core ICP,65.33,Outbound LinkedIn,2026-05-08,Lead,4.13,5.6,55.32,R. Iyer,,,,,,,
2254,Northfield Skin Co,Home,Home & Family,1-10,Beachhead,75.8,Referral,2026-05-26,Lead,6.32,2.8,57.68,S. Kapoor,,,,,,,
2255,Verdant Baby Goods II,Gadgets,Consumer Electronics,11-50,Beachhead,72.9,Referral,2026-05-16,Lead,7.16,7.0,71.64,A. Chouhan,,,,,,,
2256,Wren & Co Home Co III,Baby,Home & Family,11-50,Beachhead,81.12,Signal-scored inbound,2026-05-21,MQL,4.45,5.6,62.6,R. Iyer,2026-05-24,,,,,,
2257,Pinehaven Kitchen Co IV,Kitchen,Home & Family,1-10,Core ICP,69.03,Outbound LinkedIn,2026-05-27,MQL,3.61,4.2,51.04,S. Kapoor,2026-06-02,,,,,,
2258,Verdant Naturals III,Pet,Lifestyle & Outdoor,1-10,Core ICP,57.1,Signal-scored inbound,2026-05-23,Lead,4.84,7.0,58.36,A. Chouhan,,,,,,,
2259,Coral & Co Goods Co II,Home,Home & Family,201-500,Adjacent,48.1,Referral,2026-05-05,Lead,7.24,5.6,57.76,R. Iyer,,,,,,,
2260,Amberlight Supply Co IV,Gadgets,Consumer Electronics,51-200,Core ICP,60.88,Content/organic,2026-05-28,Lead,8.35,5.6,66.2,A. Chouhan,,,,,,,
2261,Solace Outdoor II,Baby,Home & Family,11-50,Beachhead,79.97,Outbound LinkedIn,2026-05-01,MQL,3.99,4.2,56.56,S. Kapoor,2026-05-05,,,,,,
2262,Meridian Home Co II,Pet,Lifestyle & Outdoor,1-10,Core ICP,61.62,Outbound LinkedIn,2026-05-17,MQL,6.65,7.0,65.6,A. Chouhan,2026-05-22,,,,,,
2263,Voltix Baby Goods III,Pet,Lifestyle & Outdoor,11-50,Core ICP,56.35,Outbound LinkedIn,2026-05-25,Lead,6.54,5.6,58.96,R. Iyer,,,,,,,
2264,Opaline Gadgets,Beauty,Health & Beauty,1-10,Beachhead,84.2,Referral,2026-05-25,Lead,3.68,5.6,61.52,S. Kapoor,,,,,,,
2265,Windrow Living II,Baby,Home & Family,1-10,Beachhead,90.3,Cold email sequence,2026-05-18,MQL,6.12,2.8,62.88,A. Chouhan,2026-05-21,,,,,,
2266,Northfield Skin Co II,Beauty,Health & Beauty,11-50,Beachhead,91.42,Referral,2026-05-11,MQL,8.57,2.8,70.68,S. Kapoor,2026-05-14,,,,,,
2267,Rosemere Kitchen Co II,Outdoor,Lifestyle & Outdoor,1-10,Core ICP,52.5,Cold email sequence,2026-05-18,Lead,3.0,7.0,51.0,R. Iyer,,,,,,,
2268,Wren & Co Baby II,Beauty,Health & Beauty,51-200,Core ICP,69.05,Signal-scored inbound,2026-05-18,SQL,5.62,2.8,52.88,S. Kapoor,2026-05-19,2026-05-28,,,,,
2269,Foxglove Pet Supply II,Outdoor,Lifestyle & Outdoor,1-10,Core ICP,57.92,Content/organic,2026-05-16,Lead,5.17,7.0,59.68,A. Chouhan,,,,,,,
2270,Basalt Home Co III,Home,Home & Family,1-10,Beachhead,74.45,Content/organic,2026-05-17,MQL,5.78,7.0,68.12,R. Iyer,2026-05-20,,,,,,
2271,Verdant Skin Co II,Skin,Health & Beauty,201-500,Core ICP,62.9,Referral,2026-05-12,Lead,7.16,7.0,67.64,S. Kapoor,,,,,,,
2272,Cinderwood Outdoor III,Gadgets,Consumer Electronics,201-500,Adjacent,38.17,Signal-scored inbound,2026-05-20,MQL,3.27,7.0,46.08,A. Chouhan,2026-05-22,,,,,,
2273,Rosemere Skin Co VI,Home,Home & Family,201-500,Adjacent,48.08,Cold email sequence,2026-05-27,MQL,7.23,5.6,57.72,R. Iyer,2026-06-02,,,,,,
2274,Wren & Co Baby Goods V,Skin,Health & Beauty,1-10,Beachhead,96.05,Signal-scored inbound,2026-05-06,Lead,8.42,7.0,84.68,R. Iyer,,,,,,,
2275,Opaline Baby Goods V,Beauty,Health & Beauty,1-10,Beachhead,89.28,Outbound LinkedIn,2026-05-12,MQL,5.71,7.0,73.84,S. Kapoor,2026-05-17,,,,,,
2276,Thistle Baby Goods III,Beauty,Health & Beauty,11-50,Beachhead,81.2,Signal-scored inbound,2026-05-10,Closed Won,4.48,7.0,66.92,A. Chouhan,2026-05-12,2026-05-22,2026-05-25,700.0,2026-06-08,Won,
2277,Thistle Studio,Home,Home & Family,11-50,Core ICP,68.75,Outbound LinkedIn,2026-05-19,Lead,5.5,5.6,60.8,R. Iyer,,,,,,,
2278,Foxglove Skin Co III,Pet,Lifestyle & Outdoor,1-10,Core ICP,56.62,Cold email sequence,2026-05-13,MQL,4.65,7.0,57.6,S. Kapoor,2026-05-14,,,,,,
2279,Silverline Goods Co V,Baby,Home & Family,51-200,Core ICP,64.2,Content/organic,2026-05-07,Lead,3.68,4.2,49.32,A. Chouhan,,,,,,,
2280,Foxglove Kitchen Co III,Home,Home & Family,51-200,Core ICP,57.2,Cold email sequence,2026-05-30,Lead,6.88,2.8,51.92,R. Iyer,,,,,,,
2281,Rosemere Kitchen Co III,Gadgets,Consumer Electronics,51-200,Core ICP,60.27,Signal-scored inbound,2026-05-09,Lead,8.11,4.2,61.04,R. Iyer,,,,,,,
2282,Pinehaven Baby Goods II,Baby,Home & Family,1-10,Beachhead,91.72,Outbound LinkedIn,2026-05-17,MQL,6.69,7.0,77.76,S. Kapoor,2026-05-19,,,,,,
2283,Silverline Baby Goods,Home,Home & Family,1-10,Beachhead,75.25,Signal-scored inbound,2026-05-27,Lead,6.1,7.0,69.4,A. Chouhan,,,,,,,
2284,Windrow Gadgets II,Gadgets,Consumer Electronics,51-200,Core ICP,61.58,Signal-scored inbound,2026-05-18,MQL,8.63,4.2,63.12,A. Chouhan,2026-05-20,,,,,,
2285,Meridian Pet Supply II,Baby,Home & Family,11-50,Beachhead,79.0,Outbound LinkedIn,2026-05-19,Lead,3.6,7.0,63.4,R. Iyer,,,,,,,
2286,Cinderwood Works IV,Beauty,Health & Beauty,11-50,Beachhead,81.97,Cold email sequence,2026-05-13,Lead,4.79,5.6,63.96,S. Kapoor,,,,,,,
2287,Halcyon Collective IV,Kitchen,Home & Family,11-50,Beachhead,74.72,Signal-scored inbound,2026-05-13,MQL,7.89,4.2,66.16,A. Chouhan,2026-05-14,,,,,,
2288,Northfield Home Co VII,Gadgets,Consumer Electronics,11-50,Core ICP,63.75,Signal-scored inbound,2026-05-20,Lead,3.5,7.0,57.0,R. Iyer,,,,,,,
2289,Cascade Studio V,Skin,Health & Beauty,11-50,Beachhead,90.47,Cold email sequence,2026-05-15,MQL,8.19,5.6,77.56,A. Chouhan,2026-05-17,,,,,,
2290,Pinehaven Pet Supply,Kitchen,Home & Family,1-10,Beachhead,81.72,Cold email sequence,2026-05-23,Lead,8.69,7.0,79.76,R. Iyer,,,,,,,
2291,Opaline Beauty II,Pet,Lifestyle & Outdoor,1-10,Core ICP,63.58,Cold email sequence,2026-05-15,Lead,7.43,7.0,68.72,S. Kapoor,,,,,,,
2292,Cascade Studio VI,Kitchen,Home & Family,51-200,Adjacent,49.23,Signal-scored inbound,2026-05-22,Lead,3.69,7.0,51.76,A. Chouhan,,,,,,,
2293,Aurora Outdoor #11,Kitchen,Home & Family,1-10,Beachhead,79.53,Outbound LinkedIn,2026-05-02,SQL,7.81,5.6,72.04,R. Iyer,2026-05-04,2026-05-14,,,,,
2294,Pinehaven Works III,Baby,Home & Family,11-50,Beachhead,90.5,Outbound LinkedIn,2026-05-29,MQL,8.2,5.6,77.6,A. Chouhan,2026-05-30,,,,,,
2295,Opaline Outdoor III,Baby,Home & Family,11-50,Beachhead,77.5,Signal-scored inbound,2026-05-01,MQL,3.0,7.0,61.0,A. Chouhan,2026-05-02,,,,,,
2296,Coral & Co Studio III,Skin,Health & Beauty,1-10,Beachhead,92.67,Content/organic,2026-05-01,Closed Lost,7.07,7.0,79.28,R. Iyer,2026-05-05,2026-05-12,2026-05-16,1200.0,2026-06-02,Lost,Went with in-house fix
2297,Halcyon Pet Supply,Pet,Lifestyle & Outdoor,1-10,Core ICP,56.45,Signal-scored inbound,2026-05-20,Lead,4.58,5.6,53.12,S. Kapoor,,,,,,,
2298,Cinderwood Skin Co III,Outdoor,Lifestyle & Outdoor,1-10,Core ICP,60.15,Signal-scored inbound,2026-05-23,Lead,6.06,4.2,54.84,A. Chouhan,,,,,,,
